,name,rating,reviews,highly rated for,critically rated for,details,jobs
0,YFC PROJECTS,3.8,123,"Skill Development / Learning, Job Security, Work Life Balance",,Engineering & Construction | 51-200 Employees | 38 years old | Gurgaon/Gurugram +12 more,123
1,Holostik,4.1,123,"Work Life Balance, Skill Development / Learning, Job Security",,Packaging | 1k-5k Employees | Public | 33 years old | Noida +11 more,123
2,Optiemus Electronics,3.7,123,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Electronics Manufacturing | 1k-5k Employees | 8 years old | Noida +5 more,123
3,Haldiram Bhujiawala,3.7,123,"Promotions / Appraisal, Job Security, Work Satisfaction",,Food Processing | 201-500 Employees | 66 years old | Kolkata +31 more,123
4,Innovassynth Technologies,3.7,123,"Job Security, Promotions / Appraisal",,Chemicals | 501-1k Employees | 22 years old | Mumbai +5 more,123
5,River Engineering,3.9,123,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",Industrial Machinery | 51-200 Employees | 17 years old | Greater Noida +7 more,123
6,Diagno Labs,3.9,123,"Skill Development / Learning, Work Life Balance",Job Security,Healthcare | 201-500 Employees (Global) | 12 years old | Gurgaon/Gurugram +27 more,123
7,Steril Gene Life Sciences,3.9,123,"Job Security, Skill Development / Learning, Work Life Balance","Salary & Benefits, Promotions / Appraisal",Pharma | 51-200 Employees | 17 years old | Chennai +5 more,123
8,Noccarc Robotics,4.4,123,"Company Culture, Skill Development / Learning, Salary & Benefits",,Medical Equipment | 51-200 Employees | Startup | 7 years old | Pune +8 more,123
9,BIC Contracting,4.5,123,"Salary & Benefits, Work Life Balance",Job Security,Engineering & Construction | 1k-5k Employees | Dubai +8 more,123
10,Geeklurn,3.8,123,"Salary & Benefits, Company Culture, Work Satisfaction",,EdTech | 51-200 Employees | Bengaluru/Bangalore +2 more,123
11,Park Plus,2.9,123,"Job Security, Company Culture, Promotions / Appraisal",,Internet | 201-500 Employees | Startup | 5 years old | Gurgaon +20 more,123
12,Jamboree Education,3.8,122,Job Security,"Promotions / Appraisal, Work Life Balance",EdTech | 201-500 Employees | 31 years old | Delhi +17 more,122
13,Qualtech Consultants,3.5,122,"Work Life Balance, Company Culture, Work Satisfaction",,IT Services & Consulting | 201-500 Employees | 21 years old | Noida +3 more,122
14,Intense Technologies,4.1,122,"Job Security, Company Culture, Skill Development / Learning",,IT Services & Consulting | 501-1k Employees | Public | 34 years old | Hyderabad/Secunderabad +12 more,122
15,Philip Morris International,3.7,122,"Company Culture, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Job Security",FMCG | 51-200 Employees | Forbes Global 2000 | 37 years old | New York +27 more,122
16,Bry-Air (Asia),4.1,122,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",Industrial Machinery | 1k-5k Employees | 43 years old | Gurgaon/Gurugram +13 more,122
17,CETPA InfoTech,4.0,122,"Skill Development / Learning, Job Security, Company Culture",,IT Services & Consulting | 501-1k Employees | 22 years old | Noida +5 more,122
18,Exicom Tele Systems,3.6,122,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Gurgaon/Gurugram +10 more,122
19,XSEED Education,3.1,122,"Job Security, Promotions / Appraisal, Work Satisfaction",,EdTech | 201-500 Employees (Global) | 16 years old | Bangalore/Bengaluru +17 more,122
0,Wonderchef Home Appliances,3.8,122,Promotions / Appraisal,,Consumer Electronics & Appliances | 201-500 Employees | 15 years old | Mumbai +23 more,122
1,ValueFirst Digital Media,3.8,122,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",Software Product | 501-1k Employees | 21 years old | Gurgaon +7 more,122
2,Metro Tyres,3.6,122,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",,Auto Components | 201-500 Employees | Public | 56 years old | Delhi/NCR +27 more,122
3,Mutual Industries,3.2,122,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Petrochemicals | 201-500 Employees | Public | 45 years old | Mumbai +11 more,122
4,Danblock Brakes,4.1,122,"Job Security, Skill Development / Learning, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",Industrial Machinery | 51-200 Employees | 288 years old | Hestehaven +6 more,122
5,Rural Electrification Corporation,4.2,122,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,Power | 501-1k Employees (Global) | 55 years old | New Delhi +30 more,122
6,Extentia Information Technology,3.5,122,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",,IT Services & Consulting | 501-1k Employees | 26 years old | Pune +2 more,122
7,DMI,3.7,122,Work Life Balance,"Job Security, Promotions / Appraisal",IT Services & Consulting | 201-500 Employees | 22 years old | Bethesda +9 more,122
8,Infocus Technologies,3.7,122,"Promotions / Appraisal, Job Security, Salary & Benefits",,IT Services & Consulting | 11-50 Employees | 17 years old | Kolkata +11 more,122
9,First Data,4.1,122,"Work Life Balance, Company Culture, Salary & Benefits",,10k-50k Employees (Global) | Atlanta +12 more,122
10,Career Point,3.5,122,"Promotions / Appraisal, Salary & Benefits",,Education & Training | 501-1k Employees | Public | 31 years old | Kota +35 more,122
11,Oswal Group,3.8,122,Skill Development / Learning,,Fashion & Textile | 501-1k Employees (Global) | 21 years old | Ludhiana +12 more,122
12,Modern Business Solutions,3.8,122,"Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",Recruitment | 5k-10k Employees | 20 years old | Ahmedabad +55 more,122
13,Architect Hafeez Contractor,4.0,122,"Job Security, Skill Development / Learning","Work Life Balance, Salary & Benefits, Promotions / Appraisal",Architecture & Interior Design | 201-500 Employees | 42 years old | Mumbai +6 more,122
14,NPCC Engineering,3.5,122,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",,Oil & Gas | 201-500 Employees | 17 years old | Mumbai +9 more,122
15,Qualtech Consultants,3.5,122,"Work Life Balance, Company Culture, Work Satisfaction",,IT Services & Consulting | 201-500 Employees | 21 years old | Noida +3 more,122
16,Bry-Air (Asia),4.1,122,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",Industrial Machinery | 1k-5k Employees | 43 years old | Gurgaon/Gurugram +13 more,122
17,Intense Technologies,4.1,122,"Job Security, Company Culture, Skill Development / Learning",,IT Services & Consulting | 501-1k Employees | Public | 34 years old | Hyderabad/Secunderabad +12 more,122
18,XSEED Education,3.1,122,"Job Security, Promotions / Appraisal, Work Satisfaction",,EdTech | 201-500 Employees (Global) | 16 years old | Bangalore/Bengaluru +17 more,122
19,Thejo Engineering,3.9,122,Job Security,Promotions / Appraisal,Engineering & Construction | 501-1k Employees | Public | 50 years old | Chennai +26 more,122
0,NIMS University,2.9,122,"Job Security, Promotions / Appraisal, Salary & Benefits",,Education & Training | 501-1k Employees | 16 years old | Jaipur +6 more,122
1,Overseas Health Care,2.8,122,"Promotions / Appraisal, Job Security, Company Culture",,Pharma | 501-1k Employees | 30 years old | Jalandhar +33 more,122
2,Exicom Tele Systems,3.6,122,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Gurgaon/Gurugram +10 more,122
3,Krishna Group,4.3,122,"Job Security, Work Life Balance, Work Satisfaction",,30 years old | Gurgaon +17 more,122
4,Lynk,3.3,122,"Promotions / Appraisal, Job Security, Company Culture",,Logistics | 51-200 Employees | 9 years old | Chennai +9 more,122
5,C3I Solutions,4.0,122,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,BPO | 201-500 Employees | 44 years old | Horsham +2 more,122
6,Maxi Multiservices,2.8,122,"Work Life Balance, Job Security, Salary & Benefits",,FinTech | 201-500 Employees (Global) | 9 years old | Lucknow +35 more,122
7,Brainium Information Technologies,4.0,122,"Company Culture, Work Life Balance, Work Satisfaction",,IT Services & Consulting | 201-500 Employees | 15 years old | Kolkata +1 more,122
8,VGM Consultants,3.5,122,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Financial Services | 501-1k Employees | 10 years old | Kolkata +24 more,122
9,Maharashtra State Road Transport Corporation,4.3,122,"Job Security, Skill Development / Learning, Work Satisfaction",,Urban Transport | 1 Lakh+ Employees | 76 years old | Mumbai +29 more,122
10,Sunbeam School,4.4,122,"Skill Development / Learning, Work Life Balance, Promotions / Appraisal",,Education & Training | 10k-50k Employees | 52 years old | Varanasi +19 more,122
11,Fangs Technology,4.1,122,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",Consumer Electronics & Appliances | 1k-5k Employees | 10 years old | Chennai +17 more,122
12,Rexel,3.9,122,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,Industrial Automation | 201-500 Employees | Forbes Global 2000 | 10 years old | Pune +21 more,122
13,Ncr Eduservices,3.4,122,"Promotions / Appraisal, Job Security, Salary & Benefits",,Education & Training | 201-500 Employees | 12 years old | Noida +8 more,122
14,Venus Home Appliances,4.0,122,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",Consumer Electronics & Appliances | 501-1k Employees | 60 years old | Thoothukudi +21 more,122
15,FAIRWAY ENTERPRISES,3.8,122,Salary & Benefits,Work Satisfaction,51-200 Employees | Pochampalli +8 more,122
16,Meghmani Finechem,4.1,122,"Job Security, Work Life Balance, Company Culture",Salary & Benefits,Chemicals | 501-1k Employees | 17 years old | Ahmedabad +3 more,122
17,Vertex Global Services,4.1,122,"Skill Development / Learning, Work Life Balance, Company Culture",,IT Services & Consulting | 51-200 Employees | Gurugram +2 more,122
18,EagleView,3.4,122,"Promotions / Appraisal, Job Security, Skill Development / Learning",,IT Services & Consulting | 201-500 Employees | 16 years old | Bellevue +2 more,122
19,Housr,4.5,122,"Salary & Benefits, Skill Development / Learning, Work Satisfaction",,Hospitality | 51-200 Employees | Startup | 6 years old | Gurgaon +5 more,122
0,PhableCare,2.7,122,"Job Security, Work Satisfaction, Promotions / Appraisal",,Internet | 51-200 Employees | Startup | 7 years old | Bengaluru/Bangalore +6 more,122
1,Vertex Global Services,4.1,122,"Skill Development / Learning, Work Life Balance, Company Culture",,IT Services & Consulting | 51-200 Employees | Gurgaon/Gurugram +2 more,122
2,Housr,4.5,122,"Salary & Benefits, Skill Development / Learning, Work Satisfaction",,Hospitality | 51-200 Employees | Startup | 6 years old | Gurgaon/Gurugram +5 more,122
3,Bentley Systems,4.3,121,"Work Life Balance, Company Culture, Job Security",,Software Product | 501-1k Employees | 40 years old | Pune +6 more,121
4,Nitor Infotech,3.8,121,"Skill Development / Learning, Company Culture",,IT Services & Consulting | 501-1k Employees | 18 years old | Pune +1 more,121
5,Karuna Management Services,3.8,121,,,Retail | 51-200 Employees | 29 years old | Kolkata +11 more,121
6,Nirmal Bang,3.8,121,,,Financial Services | 1k-5k Employees | 38 years old | Kolkata +22 more,121
7,Presidium School,4.1,121,"Work Life Balance, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",Education & Training | 501-1k Employees | 19 years old | Gurgaon/Gurugram +7 more,121
8,ValGenesis,3.2,121,"Skill Development / Learning, Company Culture, Work Satisfaction",,Software Product | 201-500 Employees | 19 years old | Chennai +4 more,121
9,Interglobe Air Transport,3.5,121,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",,Aviation | 51-200 Employees | 35 years old | Gurgaon/Gurugram +25 more,121
10,Lilavati Hospital & Research Centre,4.2,121,"Skill Development / Learning, Work Satisfaction, Work Life Balance",,Healthcare | 1k-5k Employees | 27 years old | Mumbai +8 more,121
11,Mit World Peace University,3.7,121,"Promotions / Appraisal, Company Culture, Work Satisfaction",,Education & Training | 1k-5k Employees | Pune +3 more,121
12,BG Distributors,3.8,121,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",FMCG | 201-500 Employees | 20 years old | Kolkata +21 more,121
13,SGB,3.9,121,"Work Life Balance, Salary & Benefits",,Engineering & Construction | 51-200 Employees | Hyderabad/Secunderabad +20 more,121
14,ONKAR DIES,3.9,121,Skill Development / Learning,,Engineering & Construction | 201-500 Employees | 26 years old | Gurgaon/Gurugram +5 more,121
15,DesignCafe,3.4,121,"Promotions / Appraisal, Job Security, Skill Development / Learning",,Architecture & Interior Design | 501-1k Employees | Startup | 8 years old | Bengaluru/Bangalore +7 more,121
16,Panda Retail Company,4.5,121,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,Retail | 1-10 Employees | 46 years old | Jeddah +12 more,121
17,Shyam Steel Manufacturing,3.5,121,"Work Satisfaction, Promotions / Appraisal, Job Security",,1k-5k Employees | Gurgaon/Gurugram +26 more,121
18,Basix,4.0,121,"Work Life Balance, Company Culture, Work Satisfaction",Job Security,Financial Services | 1k-5k Employees | 28 years old | Hyderabad/Secunderabad +58 more,121
19,IndianOil Skytanking,2.8,121,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",,Oil & Gas | 201-500 Employees | 18 years old | New Delhi +12 more,121
0,Gunnebo,3.7,121,Promotions / Appraisal,,Defence & Aerospace | 1k-5k Employees | 92 years old | Gothenburg +13 more,121
1,DLF Brands,3.4,121,"Company Culture, Work Satisfaction, Work Life Balance",,Retail | 1k-5k Employees | 16 years old | New Delhi +17 more,121
2,Arch Pharmalabs,3.5,121,"Promotions / Appraisal, Salary & Benefits",,Pharma | 201-500 Employees | 25 years old | Mumbai +13 more,121
3,HMT Machine Tools,3.7,121,"Skill Development / Learning, Work Satisfaction","Salary & Benefits, Promotions / Appraisal, Company Culture",Industrial Machinery | 51-200 Employees | Central | 71 years old | Bangalore/Bengaluru +14 more,121
4,Volante Technologies,3.2,121,"Work Satisfaction, Promotions / Appraisal, Job Security",,FinTech | 201-500 Employees | New York +4 more,121
5,Deep Industries,2.9,121,"Salary & Benefits, Promotions / Appraisal, Job Security",,Oil & Gas | 1k-5k Employees | Public | 33 years old | Ahmedabad +10 more,121
6,Ludhiana Beverages,3.8,121,Promotions / Appraisal,,Beverage | 51-200 Employees | 30 years old | Ludhiana +5 more,121
7,SP Apparels,4.2,121,Work Life Balance,Promotions / Appraisal,Fashion & Textile | 1k-5k Employees | Public | 18 years old | Coimbatore +16 more,121
8,Presidency University,2.8,121,"Company Culture, Promotions / Appraisal, Skill Development / Learning",,Education & Training | 5k-10k Employees | 11 years old | Bangalore/Bengaluru +5 more,121
9,Synchronoss Technologies,4.1,121,"Work Life Balance, Company Culture, Work Satisfaction",,Telecom | 501-1k Employees | 24 years old | Bridgewater +3 more,121
10,Euronet Worldwide,3.7,121,Job Security,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",FinTech | 501-1k Employees | 30 years old | Leawood +7 more,121
11,LimeRoad,2.9,121,"Promotions / Appraisal, Salary & Benefits, Job Security",,Internet | 501-1k Employees | Startup | 12 years old | Gurgaon +5 more,121
12,Nutanix,3.9,121,"Salary & Benefits, Work Life Balance, Skill Development / Learning",,Software Product | 1k-5k Employees | 15 years old | San Jose +5 more,121
